Account,Date,kWh,Month,Day,Year,Hour,Day.of.Week,Weekday,PeakHour,Conditions,Wind_Direction,TemperatureF,Dew_PointF,Humidity,Sea_Level_PressureIn,VisibilityMPH,Wind_SpeedMPH,WindDirDegrees
26908650026,1/1/14,132.369999,1,1,2014,0,3,1,0,Clear,WNW,23,5,46,30.2,10,8.1,290
26908650026,1/1/14,132.719997,1,1,2014,1,3,1,0,Partly Cloudy,WNW,21.9,3.9,46,30.23,10,11.5,290
26908650026,1/1/14,129.029997,1,1,2014,2,3,1,0,Clear,WSW,21.9,3.9,46,30.25,10,12.7,240
26908650026,1/1/14,125.759998,1,1,2014,3,3,1,0,Clear,WSW,21.9,3,44,30.27,10,11.5,250
26908650026,1/1/14,129.389997,1,1,2014,4,3,1,0,Clear,West,21,3,46,30.29,10,9.2,260
26908650026,1/1/14,132.509998,1,1,2014,5,3,1,0,Clear,West,21,3,46,30.3,10,11.5,270
26908650026,1/1/14,134.929996,1,1,2014,6,3,1,0,Scattered Clouds,WSW,21,3.9,48,30.32,10,10.4,250
26908650026,1/1/14,122.809998,1,1,2014,7,3,1,1,Scattered Clouds,SW,19.9,5,52,30.35,10,10.4,230
26908650026,1/1/14,119.959996,1,1,2014,8,3,1,1,Scattered Clouds,West,23,6.1,48,30.37,10,10.4,260
26908650026,1/1/14,123.159999,1,1,2014,9,3,1,1,Scattered Clouds,WNW,24.1,5,44,30.39,10,16.1,300
26908650026,1/1/14,129.109998,1,1,2014,10,3,1,1,Partly Cloudy,West,26.1,5,41,30.35,10,12.7,280
26908650026,1/1/14,125.829996,1,1,2014,11,3,1,1,Mostly Cloudy,West,26.1,5,41,30.34,10,13.8,260
26908650026,1/1/14,120.909997,1,1,2014,12,3,1,1,Scattered Clouds,West,27,5,39,30.33,10,13.8,280
26908650026,1/1/14,125.199997,1,1,2014,13,3,1,1,Mostly Cloudy,WNW,28,3.9,36,30.33,10,8.1,300
26908650026,1/1/14,128.589997,1,1,2014,14,3,1,1,Scattered Clouds,West,27,3.9,37,30.33,10,10.4,270
26908650026,1/1/14,143.169998,1,1,2014,15,3,1,1,Mostly Cloudy,WNW,27,5,39,30.35,10,10.4,290
26908650026,1/1/14,139.999998,1,1,2014,16,3,1,1,Mostly Cloudy,NNW,26.1,5,41,30.35,10,6.9,340
26908650026,1/1/14,138.639995,1,1,2014,17,3,1,1,Scattered Clouds,NW,25,5,43,30.37,10,9.2,320
26908650026,1/1/14,143.199999,1,1,2014,18,3,1,1,Partly Cloudy,North,24.1,6.1,46,30.37,10,4.6,320
26908650026,1/1/14,147.119998,1,1,2014,19,3,1,1,Partly Cloudy,North,24.1,5,44,30.38,10,6.9,320
26908650026,1/1/14,147.829998,1,1,2014,20,3,1,0,Scattered Clouds,North,23,5,46,30.38,10,4.6,350
26908650026,1/1/14,134.879996,1,1,2014,21,3,1,0,Mostly Cloudy,NNE,21.9,7,53,30.39,10,3.5,350
26908650026,1/1/14,128.909999,1,1,2014,22,3,1,0,Overcast,North,23,6.1,48,30.4,10,3.5,350
26908650026,1/1/14,124.499995,1,1,2014,23,3,1,0,Overcast,NNE,23,7,50,30.38,10,6.9,350
26908650026,1/2/14,121.129999,1,2,2014,0,4,1,0,Light Snow,NNE,21,10.9,65,30.36,4,6.9,350
26908650026,1/2/14,125.779996,1,2,2014,1,4,1,0,Light Snow / Light Snow / Light Snow,NNE / NNE / NNE,20.16666667,13.76666667,76.33333333,30.36,2.033333333,8.1,350
26908650026,1/2/14,128.329999,1,2,2014,2,4,1,0,Light Snow / Light Snow,NNE / NNE,19.2,14.9,83.5,30.35,2,9.2,350
26908650026,1/2/14,130.989996,1,2,2014,3,4,1,0,Light Snow / Light Snow,North / North,19.2,14,80.5,30.345,1.65,9.2,350
26908650026,1/2/14,222.729997,1,2,2014,4,4,1,0,Light Snow / Light Snow,North / North,19.2,14,80.5,30.32,2.15,10.95,350
26908650026,1/2/14,223.929996,1,2,2014,5,4,1,0,Light Snow / Light Snow / Light Snow,North / NNE / North,19.26666667,14,80.33333333,30.31666667,2.266666667,12.7,350
26908650026,1/2/14,229.409993,1,2,2014,6,4,1,0,Light Snow / Light Snow / Light Snow,North / North / North,19.26666667,15.56666667,85.66666667,30.3,2.666666667,13.03333333,350
26908650026,1/2/14,239.929992,1,2,2014,7,4,1,1,Light Snow / Light Snow,North / North,19.2,15.45,85.5,30.29,1.65,13.8,350
26908650026,1/2/14,247.729993,1,2,2014,8,4,1,1,Light Snow / Snow / Snow,North / North / NNE,19.56666667,15.86666667,85.66666667,30.27333333,0.5,13.06666667,130
26908650026,1/2/14,248.839992,1,2,2014,9,4,1,1,Snow,NE,24.1,21,88,30.25,0.5,18.4,130
26908650026,1/2/14,250.669996,1,2,2014,10,4,1,1,Snow / Snow,NE / NE,25.8,21.1,82.5,30.225,0.5,23.6,50
26908650026,1/2/14,246.789998,1,2,2014,11,4,1,1,Snow / Snow / Light Snow,NE / NE / NE,24.56666667,19.56666667,81.33333333,30.16666667,0.5,26.46666667,50
26908650026,1/2/14,244.689993,1,2,2014,12,4,1,1,Light Snow,NE,24.1,19.9,84,30.12,0.5,21.9,50
26908650026,1/2/14,245.039997,1,2,2014,13,4,1,1,Light Snow / Light Snow / Light Snow,ENE / NE / NE,25.83333333,21.13333333,82.33333333,30.08333333,0.5,26.1,53.33333333
26908650026,1/2/14,241.149993,1,2,2014,14,4,1,1,Snow,North,19.9,16,85,30.05,0.5,11.5,53.33333333
26908650026,1/2/14,245.899995,1,2,2014,15,4,1,1,Snow / Snow / Snow / Snow,North / North / North / North,13.95,9.375,81.75,30.0425,0.5,14.1,350
26908650026,1/2/14,253.589992,1,2,2014,16,4,1,1,Light Snow / Light Snow / Light Snow,North / North / NNW,12.13333333,8.433333333,84.66666667,30.01666667,1.066666667,14.6,346.6666667
26908650026,1/2/14,196.179994,1,2,2014,17,4,1,1,Light Snow / Light Snow / Heavy Snow / Heavy Snow,North / North / North / North,10.3,6.625,84.75,30,0.2,17.575,350
26908650026,1/2/14,147.259994,1,2,2014,18,4,1,1,Snow,North,8.1,3,80,30,0.2,19.6,350
26908650026,1/2/14,154.239998,1,2,2014,19,4,1,1,Snow,North,6.1,1,80,29.95,0.2,19.6,350
26908650026,1/2/14,156.749995,1,2,2014,20,4,1,0,Snow / Snow,North / North,6.45,1.2,79.5,29.945,0.2,22.45,350
26908650026,1/2/14,132.92,1,2,2014,21,4,1,0,Snow / Snow,North / North,4.45,-0.2,81,29.89,0.2,22.45,350
26908650026,1/2/14,127.549998,1,2,2014,22,4,1,0,Snow / Snow,North / North,3.1,-1.2,82.5,29.875,0.2,22.45,350
26908650026,1/2/14,124.229998,1,2,2014,23,4,1,0,Snow / Snow / Snow,North / North / North,2.766666667,-2.433333333,78.66666667,29.86,0.2,22.63333333,350
26908650026,1/3/14,125.209998,1,3,2014,0,5,1,0,Snow / Snow / Snow,North / North / North,1.566666667,-2.433333333,83.33333333,29.83333333,0.2,23.03333333,350
26908650026,1/3/14,125.469998,1,3,2014,1,5,1,0,Snow,North,1.9,-4,76,29.81,0.2,21.9,350
26908650026,1/3/14,123.449998,1,3,2014,2,5,1,0,Snow,North,1.9,-4,76,29.77,0.8,19.6,350
26908650026,1/3/14,123.879999,1,3,2014,3,5,1,0,Snow,North,1.9,-2.9,80,29.74,0.5,24.2,350
26908650026,1/3/14,123.119999,1,3,2014,4,5,1,0,Snow / Snow,North / North,1.65,-2.55,82.5,29.725,0.5,22.45,355
26908650026,1/3/14,123.309997,1,3,2014,5,5,1,0,Snow / Snow,NNW / North,3.1,-2.1,79,29.745,0.5,21.85,345
26908650026,1/3/14,204.809991,1,3,2014,6,5,1,0,Light Snow / Snow,NNW / North,3.1,-2.1,79,29.795,0.65,20.15,345
26908650026,1/3/14,227.889997,1,3,2014,7,5,1,1,Light Snow,NNW,3.9,-2,76,29.84,0.8,17.3,340
26908650026,1/3/14,226.989997,1,3,2014,8,5,1,1,Light Snow,NNW,5,-2,73,29.86,1,15,340
26908650026,1/3/14,226.64999,1,3,2014,9,5,1,1,Light Snow,North,6.1,0,76,29.91,1.5,20.7,350
26908650026,1/3/14,225.819998,1,3,2014,10,5,1,1,Light Snow / Blowing Snow,North / North,8.8,1.2,71.5,29.925,2.25,20.15,350
26908650026,1/3/14,224.139996,1,3,2014,11,5,1,1,Blowing Snow / Blowing Snow,North / NNW,9.75,0.3,65.5,29.945,6,16.1,345
26908650026,1/3/14,224.269993,1,3,2014,12,5,1,1,Mostly Cloudy,NNW,12,1,61,29.97,10,16.1,340
26908650026,1/3/14,223.819995,1,3,2014,13,5,1,1,Mostly Cloudy,NW,14,1,56,30.01,10,12.7,320
26908650026,1/3/14,223.499993,1,3,2014,14,5,1,1,Mostly Cloudy,NW,14,0,54,30.06,10,16.1,310
26908650026,1/3/14,225.069994,1,3,2014,15,5,1,1,Scattered Clouds,NW,12.9,-2.9,49,30.13,10,13.8,310
26908650026,1/3/14,222.809994,1,3,2014,16,5,1,1,Partly Cloudy,NW,10.9,-7.1,44,30.19,10,16.1,320
26908650026,1/3/14,196.489997,1,3,2014,17,5,1,1,Partly Cloudy,NNW,9,-9,44,30.24,10,13.8,330
26908650026,1/3/14,155.579997,1,3,2014,18,5,1,1,Partly Cloudy,NW,7,-9.9,46,30.3,10,17.3,320
26908650026,1/3/14,150.92,1,3,2014,19,5,1,1,Clear,NW,6.1,-11.9,44,30.35,10,12.7,310
26908650026,1/3/14,154.539999,1,3,2014,20,5,1,0,Clear,NW,5,-11.9,46,30.36,10,20.7,320
26908650026,1/3/14,128.519997,1,3,2014,21,5,1,0,Clear,WNW,3.9,-11,50,30.39,10,12.7,300
26908650026,1/3/14,121.889995,1,3,2014,22,5,1,0,Clear,WNW,3.9,-11.9,48,30.4,10,9.2,300
26908650026,1/3/14,121.449997,1,3,2014,23,5,1,0,Clear,WNW,3.9,-11,50,30.4,10,9.2,290
26908650026,1/4/14,120.859996,1,4,2014,0,6,0,0,Clear,West,3.9,-11.9,48,30.42,10,8.1,280
26908650026,1/4/14,122.629995,1,4,2014,1,6,0,0,Clear,WNW,3.9,-11,50,30.45,10,8.1,290
26908650026,1/4/14,123.289995,1,4,2014,2,6,0,0,Clear,West,3,-9.9,55,30.45,10,8.1,280
26908650026,1/4/14,123.459998,1,4,2014,3,6,0,0,Clear,Calm,3.9,-9.9,53,30.44,10,8.1,280
26908650026,1/4/14,142.209994,1,4,2014,4,6,0,0,Clear,SW,3,-8,60,30.45,10,4.6,220
26908650026,1/4/14,211.149995,1,4,2014,5,6,0,0,Clear,SSW,1.9,-7.1,66,30.45,10,8.1,200
26908650026,1/4/14,216.089996,1,4,2014,6,6,0,0,Scattered Clouds,SW,1.9,-7.1,66,30.48,10,9.2,230
26908650026,1/4/14,215.369994,1,4,2014,7,6,0,1,Scattered Clouds,SW,3,-5.1,69,30.5,10,6.9,220
26908650026,1/4/14,214.419994,1,4,2014,8,6,0,1,Scattered Clouds,SW,7,-5.1,58,30.5,10,8.1,220
26908650026,1/4/14,224.929992,1,4,2014,9,6,0,1,Scattered Clouds,SW,10,-6,48,30.51,10,8.1,220
26908650026,1/4/14,227.539996,1,4,2014,10,6,0,1,Scattered Clouds,SW,14,-6,41,30.46,10,10.4,220
26908650026,1/4/14,226.809994,1,4,2014,11,6,0,1,Scattered Clouds,SW,19,-5.1,41,30.42,10,12.7,230
26908650026,1/4/14,224.669998,1,4,2014,12,6,0,1,Scattered Clouds,SSW,21,-5.1,41,30.38,10,13.8,210
26908650026,1/4/14,227.199995,1,4,2014,13,6,0,1,Scattered Clouds,SSW,23,1,39,30.34,10,17.3,210
26908650026,1/4/14,227.339996,1,4,2014,14,6,0,1,Scattered Clouds,SSW,24.1,7,48,30.33,10,17.3,210
26908650026,1/4/14,225.869996,1,4,2014,15,6,0,1,Scattered Clouds,SSW,25,10,53,30.33,10,16.1,210
26908650026,1/4/14,225.209993,1,4,2014,16,6,0,1,Scattered Clouds,SSW,26.1,10.9,53,30.31,10,12.7,210
26908650026,1/4/14,220.189993,1,4,2014,17,6,0,1,Scattered Clouds,SW,26.1,12,55,30.3,10,12.7,220
26908650026,1/4/14,217.439997,1,4,2014,18,6,0,1,Partly Cloudy,SW,27,15.1,61,30.29,10,16.1,220
26908650026,1/4/14,217.549993,1,4,2014,19,6,0,1,Partly Cloudy,SW,27,15.1,61,30.27,10,16.1,220
26908650026,1/4/14,217.559994,1,4,2014,20,6,0,0,Clear,SW,26.1,16,66,30.26,10,20.7,230
26908650026,1/4/14,215.009993,1,4,2014,21,6,0,0,Clear,SW,27,17.1,66,30.27,10,20.7,230
26908650026,1/4/14,215.599997,1,4,2014,22,6,0,0,Clear,WSW,27,18,69,30.27,10,19.6,240
26908650026,1/4/14,214.599998,1,4,2014,23,6,0,0,Scattered Clouds,WSW,27,16,63,30.27,10,18.4,240
26908650026,1/5/14,215.629993,1,5,2014,0,0,0,0,Partly Cloudy,SW,27,15.1,61,30.27,10,19.6,230
26908650026,1/5/14,214.999994,1,5,2014,1,0,0,0,Partly Cloudy,WSW,26.1,12,55,30.27,10,18.4,240
26908650026,1/5/14,215.339995,1,5,2014,2,0,0,0,Scattered Clouds,SW,25,12,58,30.26,10,12.7,230
26908650026,1/5/14,216.279995,1,5,2014,3,0,0,0,Mostly Cloudy,SW,25,12,58,30.25,10,12.7,230
26908650026,1/5/14,215.729997,1,5,2014,4,0,0,0,Mostly Cloudy,WSW,26.1,12,55,30.27,10,10.4,250
26908650026,1/5/14,217.319994,1,5,2014,5,0,0,0,Scattered Clouds,WSW,25,12.9,60,30.28,10,10.4,250
26908650026,1/5/14,216.249995,1,5,2014,6,0,0,0,Partly Cloudy,SW,25,12.9,60,30.3,10,11.5,230
26908650026,1/5/14,214.419993,1,5,2014,7,0,0,1,Clear,SW,24.1,14,65,30.32,10,11.5,230
26908650026,1/5/14,215.019998,1,5,2014,8,0,0,1,Partly Cloudy,Calm,27,16,63,30.32,10,11.5,230
26908650026,1/5/14,214.659996,1,5,2014,9,0,0,1,Partly Cloudy,South,27,17.1,66,30.32,10,9.2,190
26908650026,1/5/14,214.019994,1,5,2014,10,0,0,1,Mostly Cloudy,WSW,30,16,56,30.3,10,4.6,240
26908650026,1/5/14,213.659992,1,5,2014,11,0,0,1,Mostly Cloudy,SW,34,18,52,30.28,10,8.1,230
26908650026,1/5/14,213.169992,1,5,2014,12,0,0,1,Mostly Cloudy,West,36,18,48,30.26,10,4.6,260
26908650026,1/5/14,165.659995,1,5,2014,13,0,0,1,Overcast,SSW,36,21.9,57,30.25,10,6.9,200
26908650026,1/5/14,131.299997,1,5,2014,14,0,0,1,Overcast,South,36,25,64,30.24,10,8.1,190
26908650026,1/5/14,131.379997,1,5,2014,15,0,0,1,Light Drizzle,South,35.1,28.9,78,30.23,6,6.9,180
26908650026,1/5/14,205.939995,1,5,2014,16,0,0,1,Light Drizzle / Overcast,South / SSW,34.45,31.1,88,30.23,6.5,6.95,190
26908650026,1/5/14,215.739995,1,5,2014,17,0,0,1,Overcast,Calm,36,33.1,89,30.21,9,5.8,190
26908650026,1/5/14,213.779992,1,5,2014,18,0,0,1,Overcast / Overcast / Overcast,ESE / ESE / SE,35.06666667,33.56666667,94,30.19666667,10,3.5,123.3333333
26908650026,1/5/14,214.679994,1,5,2014,19,0,0,1,Overcast,East,36,33.1,89,30.17,10,3.5,80
26908650026,1/5/14,215.349997,1,5,2014,20,0,0,0,Overcast / Overcast,ENE / East,36.7,34.8,93,30.145,10,5.8,75
26908650026,1/5/14,210.669998,1,5,2014,21,0,0,0,Overcast / Overcast,East / ENE,37.2,35.35,93,30.09,10,6.35,75
26908650026,1/5/14,210.229997,1,5,2014,22,0,0,0,Overcast / Overcast / Overcast,ENE / ENE / ENE,37.56666667,35.73333333,93,30.05,10,5.766666667,60
26908650026,1/5/14,129.089998,1,5,2014,23,0,0,0,Light Rain / Light Rain / Light Rain / Light Rain / Light Rain / Rain,ENE / ENE / ENE / East / East / East,37.03333333,35.66666667,93,29.98166667,1.183333333,6.533333333,71.66666667
26908650026,1/6/14,119.789995,1,6,2014,0,1,1,0,Light Rain,ESE,39,37.9,93,29.88,0.2,5.8,110
26908650026,1/6/14,119.739997,1,6,2014,1,1,1,0,Fog / Fog / Light Rain,Calm / SE / Calm,37.93333333,37.56666667,93,29.85333333,0.2,4.266666667,110
26908650026,1/6/14,119.919996,1,6,2014,2,1,1,0,Fog / Fog,Calm / SSE,40.2,39.75,93,29.815,0.2,7.5,80
26908650026,1/6/14,120.089998,1,6,2014,3,1,1,0,Light Rain,South,43,43,93,29.73,0.2,9.2,170
26908650026,1/6/14,167.869994,1,6,2014,4,1,1,0,Fog,SSE,44.1,43,93,29.67,0.2,8.1,150
26908650026,1/6/14,222.599995,1,6,2014,5,1,1,0,Light Rain / Light Rain / Light Rain,South / SSE / SSE,44.73333333,44.43333333,93,29.63,0.2,11.9,163.3333333
26908650026,1/6/14,255.119993,1,6,2014,6,1,1,0,Light Rain,South,46.9,46,93,29.59,2,6.9,170
26908650026,1/6/14,283.519997,1,6,2014,7,1,1,1,Light Rain / Light Rain,SSE / SSE,48.1,47.55,93,29.555,0.2,10.95,160
26908650026,1/6/14,295.309994,1,6,2014,8,1,1,1,Fog / Fog / Light Rain,SSE / SSE / SSE,48.13333333,46.56666667,94,29.52,0.1,13.06666667,160
26908650026,1/6/14,293.259995,1,6,2014,9,1,1,1,Fog,South,51.1,51.1,94,29.46,0.1,17.3,170
26908650026,1/6/14,289.949994,1,6,2014,10,1,1,1,Light Rain / Fog / Light Rain,South / South / South,52.46666667,51.86666667,94,29.40333333,0.266666667,17.3,186.6666667
26908650026,1/6/14,288.699994,1,6,2014,11,1,1,1,Rain / Light Rain / Light Rain / Overcast / Light Rain / Light Rain,South / South / South / South / SSW / SSW,54.58333333,53.66666667,94,29.36,5.4,19.38333333,191.6666667
26908650026,1/6/14,277.009997,1,6,2014,12,1,1,1,Overcast / Light Rain,SSW / SSW,55.65,53.8,93.5,29.325,10,16.7,205
26908650026,1/6/14,265.319993,1,6,2014,13,1,1,1,Light Rain / Overcast,South / SSW,53.8,51.9,93.5,29.3,10,10.4,195
26908650026,1/6/14,249.529995,1,6,2014,14,1,1,1,Light Rain / Light Rain,SW / WSW,53.35,47.95,82.5,29.315,8.5,13.25,240
26908650026,1/6/14,249.779991,1,6,2014,15,1,1,1,Light Rain,WSW,48,41,77,29.34,10,15,250
26908650026,1/6/14,254.429993,1,6,2014,16,1,1,1,Light Rain,WSW,45,39.9,82,29.35,10,16.1,240
26908650026,1/6/14,203.849995,1,6,2014,17,1,1,1,Light Rain / Light Rain / Light Rain / Overcast,WNW / WNW / WNW / West,38.875,33.075,79.75,29.385,10,20.15,287.5
26908650026,1/6/14,160.899996,1,6,2014,18,1,1,1,Overcast / Overcast,WNW / West,38.1,28.6,68.5,29.41,10,16.15,285
26908650026,1/6/14,153.309995,1,6,2014,19,1,1,1,Overcast,West,35.1,21.9,59,29.43,10,19.6,280
26908650026,1/6/14,148.769995,1,6,2014,20,1,1,0,Mostly Cloudy,West,33.1,19.9,59,29.45,10,18.4,270
26908650026,1/6/14,124.439994,1,6,2014,21,1,1,0,Mostly Cloudy,West,32,17.1,54,29.47,10,16.1,270
26908650026,1/6/14,121.209997,1,6,2014,22,1,1,0,Mostly Cloudy,West,30.9,16,54,29.49,10,18.4,280
26908650026,1/6/14,115.529997,1,6,2014,23,1,1,0,Partly Cloudy,West,28.9,12.9,51,29.51,10,18.4,270
26908650026,1/7/14,115.589997,1,7,2014,0,2,1,0,Partly Cloudy,West,28,10.9,49,29.53,10,16.1,270
26908650026,1/7/14,116.389997,1,7,2014,1,2,1,0,Partly Cloudy,WSW,27,10.9,51,29.55,10,15,250
26908650026,1/7/14,115.939995,1,7,2014,2,2,1,0,Overcast,West,26.1,10,51,29.57,10,15,270
26908650026,1/7/14,116.459999,1,7,2014,3,2,1,0,Mostly Cloudy,WNW,19.9,1.9,46,29.63,10,25.3,300
26908650026,1/7/14,117.139998,1,7,2014,4,2,1,0,Mostly Cloudy,WNW,17.1,-4,39,29.67,10,17.3,300
26908650026,1/7/14,121.739999,1,7,2014,5,2,1,0,Mostly Cloudy,WNW,15.1,-5.1,41,29.71,10,28.8,290
26908650026,1/7/14,231.389997,1,7,2014,6,2,1,0,Scattered Clouds,West,12.9,-6,43,29.77,10,21.9,280
26908650026,1/7/14,290.919995,1,7,2014,7,2,1,1,Partly Cloudy,WNW,12,-7.1,42,29.84,10,26.5,290
26908650026,1/7/14,301.259995,1,7,2014,8,2,1,1,Partly Cloudy,West,12.9,-7.1,41,29.88,10,17.3,280
26908650026,1/7/14,304.099995,1,7,2014,9,2,1,1,Partly Cloudy,West,14,-6,41,29.92,10,18.4,270
26908650026,1/7/14,300.959992,1,7,2014,10,2,1,1,Partly Cloudy,West,15.1,-6,39,29.94,10,24.2,260
26908650026,1/7/14,300.359994,1,7,2014,11,2,1,1,Partly Cloudy,West,15.1,-7.1,37,29.94,10,21.9,270
26908650026,1/7/14,290.909993,1,7,2014,12,2,1,1,Scattered Clouds,West,16,-6,38,29.94,10,21.9,270
26908650026,1/7/14,291.499996,1,7,2014,13,2,1,1,Scattered Clouds,WSW,15.1,-8,36,29.97,10,17.3,250
26908650026,1/7/14,283.739993,1,7,2014,14,2,1,1,Partly Cloudy,West,15.1,-9.9,36,30,10,16.1,260
26908650026,1/7/14,270.119994,1,7,2014,15,2,1,1,Partly Cloudy,West,12.9,-11.9,36,30.04,10,20.7,270
26908650026,1/7/14,272.959992,1,7,2014,16,2,1,1,Partly Cloudy,West,12,-13,36,30.07,10,25.3,270
26908650026,1/7/14,230.139991,1,7,2014,17,2,1,1,Partly Cloudy,West,10.9,-11.9,36,30.12,10,19.6,270
26908650026,1/7/14,178.529999,1,7,2014,18,2,1,1,Clear,West,10,-11.9,37,30.16,10,21.9,270
26908650026,1/7/14,168.289996,1,7,2014,19,2,1,1,Clear,WNW,10,-11.9,37,30.16,10,18.4,290
26908650026,1/7/14,163.569996,1,7,2014,20,2,1,0,Clear,West,10,-11,38,30.18,10,18.4,260
26908650026,1/7/14,128.729996,1,7,2014,21,2,1,0,Clear,West,10,-11,38,30.2,10,15,280
26908650026,1/7/14,125.099998,1,7,2014,22,2,1,0,Clear,West,10,-9.9,40,30.22,10,13.8,260
26908650026,1/7/14,119.339999,1,7,2014,23,2,1,0,Clear,WSW,10,-9,42,30.23,10,15,240
26908650026,1/8/14,117.909998,1,8,2014,0,3,1,0,Clear,WSW,9,-9,44,30.24,10,20.7,250
26908650026,1/8/14,118.629998,1,8,2014,1,3,1,0,Clear,WSW,8.1,-8,48,30.28,10,17.3,250
26908650026,1/8/14,119.259999,1,8,2014,2,3,1,0,Clear,WSW,8.1,-8,48,30.32,10,16.1,240
26908650026,1/8/14,119.189997,1,8,2014,3,3,1,0,Clear,WSW,8.1,-7.1,50,30.33,10,15,240
26908650026,1/8/14,118.849995,1,8,2014,4,3,1,0,Clear,WSW,8.1,-7.1,50,30.35,10,12.7,240
26908650026,1/8/14,125.959999,1,8,2014,5,3,1,0,Clear,WSW,8.1,-7.1,50,30.38,10,11.5,240
26908650026,1/8/14,243.509996,1,8,2014,6,3,1,0,Partly Cloudy,WSW,7,-6,55,30.39,10,9.2,250
26908650026,1/8/14,306.759991,1,8,2014,7,3,1,1,Partly Cloudy,WSW,8.1,-6,53,30.42,10,13.8,240
26908650026,1/8/14,318.409994,1,8,2014,8,3,1,1,Partly Cloudy,WSW,10.9,-5.1,49,30.45,10,15,240
26908650026,1/8/14,317.489992,1,8,2014,9,3,1,1,Partly Cloudy,West,14,-4,45,30.45,10,11.5,260
26908650026,1/8/14,320.529993,1,8,2014,10,3,1,1,Partly Cloudy,West,17.1,-2,43,30.45,10,11.5,260
26908650026,1/8/14,315.189991,1,8,2014,11,3,1,1,Partly Cloudy,WSW,19.9,-0.9,40,30.4,10,10.4,240
26908650026,1/8/14,306.929992,1,8,2014,12,3,1,1,Partly Cloudy,West,21.9,-0.9,37,30.39,10,11.5,270
26908650026,1/8/14,291.279993,1,8,2014,13,3,1,1,Partly Cloudy,WNW,21,-2,36,30.38,10,12.7,290
26908650026,1/8/14,275.44999,1,8,2014,14,3,1,1,Partly Cloudy,West,21.9,-0.9,37,30.39,10,11.5,270
26908650026,1/8/14,269.319993,1,8,2014,15,3,1,1,Partly Cloudy,West,21,-0.9,38,30.39,10,11.5,270
26908650026,1/8/14,272.109996,1,8,2014,16,3,1,1,Partly Cloudy,West,19.9,-0.9,40,30.41,10,9.2,270
26908650026,1/8/14,239.279995,1,8,2014,17,3,1,1,Partly Cloudy,West,19.9,0,42,30.43,10,11.5,260
26908650026,1/8/14,188.259994,1,8,2014,18,3,1,1,Clear,WSW,19.9,0,42,30.43,10,10.4,240
26908650026,1/8/14,178.579996,1,8,2014,19,3,1,1,Clear,WSW,19,1,46,30.45,10,11.5,250
26908650026,1/8/14,166.779996,1,8,2014,20,3,1,0,Partly Cloudy,West,19,1,46,30.45,10,10.4,280
26908650026,1/8/14,130.349996,1,8,2014,21,3,1,0,Scattered Clouds,West,19,1,46,30.44,10,15,280
26908650026,1/8/14,126.409996,1,8,2014,22,3,1,0,Overcast,WNW,19,1,46,30.44,10,12.7,290
26908650026,1/8/14,121.689998,1,8,2014,23,3,1,0,Overcast,WNW,19.9,1,44,30.44,10,13.8,290
26908650026,1/9/14,118.579998,1,9,2014,0,4,1,0,Overcast,West,19.9,1,44,30.43,10,10.4,270
26908650026,1/9/14,117.669998,1,9,2014,1,4,1,0,Overcast,West,19.9,1.9,46,30.44,10,12.7,270
26908650026,1/9/14,117.809999,1,9,2014,2,4,1,0,Scattered Clouds,West,19,1.9,47,30.46,10,10.4,270
26908650026,1/9/14,119.369998,1,9,2014,3,4,1,0,Overcast,West,19.9,1.9,46,30.46,10,13.8,260
26908650026,1/9/14,118.709998,1,9,2014,4,4,1,0,Mostly Cloudy,West,19.9,1.9,46,30.48,10,11.5,270
26908650026,1/9/14,129.379998,1,9,2014,5,4,1,0,Scattered Clouds,West,19,3,50,30.49,10,10.4,270
26908650026,1/9/14,244.489994,1,9,2014,6,4,1,0,Scattered Clouds,West,19,3.9,52,30.52,10,10.4,270
26908650026,1/9/14,307.71999,1,9,2014,7,4,1,1,Partly Cloudy,West,19.9,3.9,50,30.55,10,12.7,260
26908650026,1/9/14,326.159991,1,9,2014,8,4,1,1,Partly Cloudy,West,21.9,5,48,30.58,10,9.2,270
26908650026,1/9/14,324.959994,1,9,2014,9,4,1,1,Clear,West,24.1,5,44,30.6,10,15,270
26908650026,1/9/14,322.219993,1,9,2014,10,4,1,1,Clear,WNW,26.1,5,41,30.59,10,11.5,300
26908650026,1/9/14,316.979993,1,9,2014,11,4,1,1,Clear,WNW,26.1,5,41,30.57,10,11.5,300
26908650026,1/9/14,304.409993,1,9,2014,12,4,1,1,Clear,WNW,28,5,38,30.56,10,9.2,300
26908650026,1/9/14,292.289992,1,9,2014,13,4,1,1,Clear,NW,30,3.9,38,30.56,10,15,320
26908650026,1/9/14,280.399991,1,9,2014,14,4,1,1,Partly Cloudy,Variable,30,3.9,38,30.59,10,3.5,320
26908650026,1/9/14,272.129992,1,9,2014,15,4,1,1,Partly Cloudy,Calm,28.9,3,38,30.61,10,3.5,320
26908650026,1/9/14,273.879995,1,9,2014,16,4,1,1,Partly Cloudy,Calm,27,3.9,37,30.63,10,3.5,320
26908650026,1/9/14,239.709992,1,9,2014,17,4,1,1,Partly Cloudy,Calm,27,3.9,37,30.63,10,3.5,320
26908650026,1/9/14,187.799995,1,9,2014,18,4,1,1,Clear,SW,25,6.1,45,30.64,10,6.9,220
